-- Logs begin at Thu 2016-10-27 16:09:44 UTC, end at Thu 2016-10-27 16:25:19 UTC. --
Oct 27 16:21:11 managesf systemd[1]: Started Zuul Server Service.
Oct 27 16:21:11 managesf systemd[1]: Starting Zuul Server Service...
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,852 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,852 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,853 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,854 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,855 INFO gear.Server: Received packet from <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7650 type: SUBMIT_JOB_LOW function: set_description:managesf.sftests.com unique: 5d216597bd4f40978f35f4dd294d9caa>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,855 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7590 type: JOB_CREATED handle: H:192.168.122.10:9>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,855 DEBUG gear.ServerConnection: Setting state to: AWAKE
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,856 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7550 type: NOOP>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,856 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,856 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,856 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,857 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7650 type: PRE_SLEEP>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,857 DEBUG gear.ServerConnection: Setting state to: SLEEP
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,857 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,857 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,858 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,858 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,860 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7650 type: GRAB_JOB_UNIQ>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,860 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7690 type: JOB_ASSIGN_UNIQ handle: H:192.168.122.10:9 function: set_description:managesf.sftests.com unique: 5d216597bd4f40978f35f4dd294d9caa>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,860 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,861 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,861 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,870 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,870 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7650 type: WORK_COMPLETE handle: H:192.168.122.10:9>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,870 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7650 type: WORK_COMPLETE handle: H:192.168.122.10:9>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,871 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,871 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec75d0 type: GRAB_JOB_UNIQ>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,871 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7650 type: NO_JOB>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,872 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,872 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,872 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,872 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,873 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,873 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,873 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,874 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec75d0 type: PRE_SLEEP>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,874 DEBUG gear.ServerConnection: Setting state to: SLEEP
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,874 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,874 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,875 DEBUG gear.Server: Polling 6 connections
